# interpolation 
# x linterp qspline cspline
13.248 0.62223 0.653936 0.580983
13.249 0.622669 0.65446 0.581475
13.25 0.623108 0.654984 0.581968
13.251 0.623547 0.655508 0.582462
13.252 0.623986 0.656031 0.582958
13.253 0.624425 0.656554 0.583455
13.254 0.624863 0.657077 0.583953
13.255 0.625302 0.657599 0.584453
13.256 0.625741 0.658121 0.584954
13.257 0.62618 0.658643 0.585456
13.258 0.626619 0.659164 0.585959
13.259 0.627058 0.659685 0.586464
13.26 0.627496 0.660206 0.58697
13.261 0.627935 0.660726 0.587477
13.262 0.628374 0.661246 0.587985
13.263 0.628813 0.661765 0.588495
13.264 0.629252 0.662285 0.589006
13.265 0.629691 0.662803 0.589518
13.266 0.630129 0.663322 0.590032
13.267 0.630568 0.66384 0.590546
13.268 0.631007 0.664358 0.591062
13.269 0.631446 0.664876 0.591579
13.27 0.631885 0.665393 0.592098
13.271 0.632324 0.66591 0.592617
13.272 0.632762 0.666426 0.593138
13.273 0.633201 0.666942 0.59366
13.274 0.63364 0.667458 0.594183
13.275 0.634079 0.667974 0.594708
13.276 0.634518 0.668489 0.595233
13.277 0.634956 0.669004 0.59576
13.278 0.635395 0.669518 0.596288
13.279 0.635834 0.670032 0.596817
13.28 0.636273 0.670546 0.597347
13.281 0.636712 0.67106 0.597878
13.282 0.637151 0.671573 0.598411
13.283 0.637589 0.672086 0.598945
13.284 0.638028 0.672598 0.59948
13.285 0.638467 0.67311 0.600016
13.286 0.638906 0.673622 0.600553
13.287 0.639345 0.674133 0.601091
13.288 0.639784 0.674644 0.60163
13.289 0.640222 0.675155 0.602171
13.29 0.640661 0.675665 0.602712
13.291 0.6411 0.676176 0.603255
13.292 0.641539 0.676685 0.603799
13.293 0.641978 0.677195 0.604344
13.294 0.642417 0.677704 0.60489
13.295 0.642855 0.678212 0.605437
13.296 0.643294 0.678721 0.605985
13.297 0.643733 0.679229 0.606534
13.298 0.644172 0.679736 0.607084
13.299 0.644611 0.680244 0.607636
13.3 0.64505 0.680751 0.608188
13.301 0.645488 0.681257 0.608741
13.302 0.645927 0.681764 0.609296
13.303 0.646366 0.68227 0.609851
13.304 0.646805 0.682775 0.610408
13.305 0.647244 0.683281 0.610966
13.306 0.647683 0.683786 0.611524
13.307 0.648121 0.68429 0.612084
13.308 0.64856 0.684795 0.612645
13.309 0.648999 0.685299 0.613206
13.31 0.649438 0.685802 0.613769
13.311 0.649877 0.686305 0.614333
13.312 0.650316 0.686808 0.614897
13.313 0.650754 0.687311 0.615463
13.314 0.651193 0.687813 0.61603
13.315 0.651632 0.688315 0.616597
13.316 0.652071 0.688817 0.617166
13.317 0.65251 0.689318 0.617736
13.318 0.652948 0.689819 0.618306
13.319 0.653387 0.690319 0.618878
13.32 0.653826 0.690819 0.61945
13.321 0.654265 0.691319 0.620023
13.322 0.654704 0.691819 0.620598
13.323 0.655143 0.692318 0.621173
13.324 0.655581 0.692817 0.621749
13.325 0.65602 0.693315 0.622326
13.326 0.656459 0.693813 0.622905
13.327 0.656898 0.694311 0.623484
13.328 0.657337 0.694809 0.624063
13.329 0.657776 0.695306 0.624644
13.33 0.658214 0.695803 0.625226
13.331 0.658653 0.696299 0.625808
13.332 0.659092 0.696795 0.626392
13.333 0.659531 0.697291 0.626976
13.334 0.65997 0.697787 0.627562
13.335 0.660409 0.698282 0.628148
13.336 0.660847 0.698776 0.628735
13.337 0.661286 0.699271 0.629323
13.338 0.661725 0.699765 0.629911
13.339 0.662164 0.700259 0.630501
13.34 0.662603 0.700752 0.631091
13.341 0.663042 0.701245 0.631683
13.342 0.66348 0.701738 0.632275
13.343 0.663919 0.70223 0.632868
13.344 0.664358 0.702722 0.633461
13.345 0.664797 0.703214 0.634056
13.346 0.665236 0.703705 0.634651
13.347 0.665675 0.704196 0.635248
13.348 0.666113 0.704687 0.635845
13.349 0.666552 0.705177 0.636442
13.35 0.666991 0.705667 0.637041
13.351 0.66743 0.706157 0.63764
13.352 0.667869 0.706646 0.638241
13.353 0.668307 0.707135 0.638841
13.354 0.668746 0.707624 0.639443
13.355 0.669185 0.708112 0.640046
13.356 0.669624 0.7086 0.640649
13.357 0.670063 0.709088 0.641253
13.358 0.670502 0.709575 0.641858
13.359 0.67094 0.710062 0.642463
13.36 0.671379 0.710549 0.64307
13.361 0.671818 0.711035 0.643677
13.362 0.672257 0.711521 0.644284
13.363 0.672696 0.712006 0.644893
13.364 0.673135 0.712492 0.645502
13.365 0.673573 0.712977 0.646112
13.366 0.674012 0.713461 0.646722
13.367 0.674451 0.713945 0.647334
13.368 0.67489 0.714429 0.647946
13.369 0.675329 0.714913 0.648559
13.37 0.675768 0.715396 0.649172
13.371 0.676206 0.715879 0.649786
13.372 0.676645 0.716361 0.650401
13.373 0.677084 0.716844 0.651016
13.374 0.677523 0.717325 0.651632
13.375 0.677962 0.717807 0.652249
13.376 0.678401 0.718288 0.652867
13.377 0.678839 0.718769 0.653485
13.378 0.679278 0.719249 0.654103
13.379 0.679717 0.719729 0.654723
13.38 0.680156 0.720209 0.655343
13.381 0.680595 0.720689 0.655963
13.382 0.681034 0.721168 0.656585
13.383 0.681472 0.721647 0.657207
13.384 0.681911 0.722125 0.657829
13.385 0.68235 0.722603 0.658452
13.386 0.682789 0.723081 0.659076
13.387 0.683228 0.723558 0.6597
13.388 0.683666 0.724035 0.660325
13.389 0.684105 0.724512 0.660951
13.39 0.684544 0.724989 0.661577
13.391 0.684983 0.725465 0.662203
13.392 0.685422 0.72594 0.662831
13.393 0.685861 0.726416 0.663458
13.394 0.686299 0.726891 0.664087
13.395 0.686738 0.727365 0.664716
13.396 0.687177 0.72784 0.665345
13.397 0.687616 0.728314 0.665975
13.398 0.688055 0.728788 0.666606
13.399 0.688494 0.729261 0.667237
13.4 0.688932 0.729734 0.667869
13.401 0.689371 0.730207 0.668501
13.402 0.68981 0.730679 0.669134
13.403 0.690249 0.731151 0.669767
13.404 0.690688 0.731622 0.6704
13.405 0.691127 0.732094 0.671035
13.406 0.691565 0.732565 0.671669
13.407 0.692004 0.733035 0.672305
13.408 0.692443 0.733506 0.67294
13.409 0.692882 0.733976 0.673577
13.41 0.693321 0.734445 0.674213
13.411 0.69376 0.734914 0.67485
13.412 0.694198 0.735383 0.675488
13.413 0.694637 0.735852 0.676126
13.414 0.695076 0.73632 0.676765
13.415 0.695515 0.736788 0.677404
13.416 0.695954 0.737256 0.678043
13.417 0.696393 0.737723 0.678683
13.418 0.696831 0.73819 0.679323
13.419 0.69727 0.738656 0.679964
13.42 0.697709 0.739122 0.680605
13.421 0.698148 0.739588 0.681247
13.422 0.698587 0.740054 0.681889
13.423 0.699025 0.740519 0.682531
13.424 0.699464 0.740984 0.683174
13.425 0.699903 0.741448 0.683817
13.426 0.700342 0.741913 0.684461
13.427 0.700781 0.742376 0.685105
13.428 0.70122 0.74284 0.685749
13.429 0.701658 0.743303 0.686394
13.43 0.702097 0.743766 0.687039
13.431 0.702536 0.744228 0.687685
13.432 0.702975 0.74469 0.688331
13.433 0.703414 0.745152 0.688977
13.434 0.703853 0.745614 0.689624
13.435 0.704291 0.746075 0.690271
13.436 0.70473 0.746535 0.690918
13.437 0.705169 0.746996 0.691565
13.438 0.705608 0.747456 0.692213
13.439 0.706047 0.747916 0.692862
13.44 0.706486 0.748375 0.69351
13.441 0.706924 0.748834 0.694159
13.442 0.707363 0.749293 0.694808
13.443 0.707802 0.749751 0.695458
13.444 0.708241 0.750209 0.696108
13.445 0.70868 0.750667 0.696758
13.446 0.709119 0.751124 0.697408
13.447 0.709557 0.751581 0.698059
13.448 0.709996 0.752038 0.69871
13.449 0.710435 0.752494 0.699361
13.45 0.710874 0.75295 0.700013
13.451 0.711313 0.753406 0.700665
13.452 0.711752 0.753861 0.701317
13.453 0.71219 0.754316 0.701969
13.454 0.712629 0.754771 0.702622
13.455 0.713068 0.755225 0.703274
13.456 0.713507 0.755679 0.703927
13.457 0.713946 0.756133 0.704581
13.458 0.714385 0.756586 0.705234
13.459 0.714823 0.757039 0.705888
13.46 0.715262 0.757492 0.706542
13.461 0.715701 0.757944 0.707196
13.462 0.71614 0.758396 0.70785
13.463 0.716579 0.758847 0.708505
13.464 0.717017 0.759299 0.70916
13.465 0.717456 0.75975 0.709814
13.466 0.717895 0.7602 0.71047
13.467 0.718334 0.76065 0.711125
13.468 0.718773 0.7611 0.71178
13.469 0.719212 0.76155 0.712436
13.47 0.71965 0.761999 0.713092
13.471 0.720089 0.762448 0.713748
13.472 0.720528 0.762896 0.714404
13.473 0.720967 0.763344 0.71506
13.474 0.721406 0.763792 0.715716
13.475 0.721845 0.76424 0.716373
13.476 0.722283 0.764687 0.71703
13.477 0.722722 0.765134 0.717686
13.478 0.723161 0.76558 0.718343
13.479 0.7236 0.766026 0.719
13.48 0.724039 0.766472 0.719657
13.481 0.724478 0.766918 0.720315
13.482 0.724916 0.767363 0.720972
13.483 0.725355 0.767808 0.721629
13.484 0.725794 0.768252 0.722287
13.485 0.726233 0.768696 0.722945
13.486 0.726672 0.76914 0.723602
13.487 0.727111 0.769583 0.72426
13.488 0.727549 0.770026 0.724918
13.489 0.727988 0.770469 0.725576
13.49 0.728427 0.770912 0.726234
13.491 0.728866 0.771354 0.726892
13.492 0.729305 0.771795 0.72755
13.493 0.729744 0.772237 0.728208
13.494 0.730182 0.772678 0.728866
13.495 0.730621 0.773118 0.729524
13.496 0.73106 0.773559 0.730182
13.497 0.731499 0.773999 0.730841
13.498 0.731938 0.774438 0.731499
13.499 0.732376 0.774878 0.732157
13.5 0.732815 0.775317 0.732815
13.501 0.733254 0.775755 0.733474
13.502 0.733693 0.776194 0.734132
13.503 0.734132 0.776632 0.73479
13.504 0.734571 0.777069 0.735448
13.505 0.735009 0.777507 0.736106
13.506 0.735448 0.777944 0.736765
13.507 0.735887 0.77838 0.737423
13.508 0.736326 0.778817 0.738081
13.509 0.736765 0.779253 0.738739
13.51 0.737204 0.779688 0.739397
13.511 0.737642 0.780123 0.740055
13.512 0.738081 0.780558 0.740713
13.513 0.73852 0.780993 0.741371
13.514 0.738959 0.781427 0.742028
13.515 0.739398 0.781861 0.742686
13.516 0.739837 0.782295 0.743344
13.517 0.740275 0.782728 0.744001
13.518 0.740714 0.783161 0.744659
13.519 0.741153 0.783593 0.745316
13.52 0.741592 0.784025 0.745973
13.521 0.742031 0.784457 0.74663
13.522 0.74247 0.784889 0.747287
13.523 0.742908 0.78532 0.747944
13.524 0.743347 0.785751 0.748601
13.525 0.743786 0.786181 0.749258
13.526 0.744225 0.786611 0.749914
13.527 0.744664 0.787041 0.750571
13.528 0.745103 0.787471 0.751227
13.529 0.745541 0.7879 0.751883
13.53 0.74598 0.788329 0.752539
13.531 0.746419 0.788757 0.753195
13.532 0.746858 0.789185 0.75385
13.533 0.747297 0.789613 0.754506
13.534 0.747735 0.79004 0.755161
13.535 0.748174 0.790468 0.755816
13.536 0.748613 0.790894 0.756471
13.537 0.749052 0.791321 0.757126
13.538 0.749491 0.791747 0.75778
13.539 0.74993 0.792173 0.758435
13.54 0.750368 0.792598 0.759089
13.541 0.750807 0.793023 0.759743
13.542 0.751246 0.793448 0.760397
13.543 0.751685 0.793872 0.76105
13.544 0.752124 0.794296 0.761703
13.545 0.752563 0.79472 0.762356
13.546 0.753001 0.795143 0.763009
13.547 0.75344 0.795566 0.763662
13.548 0.753879 0.795989 0.764314
13.549 0.754318 0.796411 0.764966
13.55 0.754757 0.796833 0.765618
13.551 0.755196 0.797255 0.766269
13.552 0.755634 0.797676 0.766921
13.553 0.756073 0.798097 0.767572
13.554 0.756512 0.798518 0.768222
13.555 0.756951 0.798938 0.768873
13.556 0.75739 0.799358 0.769523
13.557 0.757829 0.799778 0.770173
13.558 0.758267 0.800197 0.770822
13.559 0.758706 0.800616 0.771471
13.56 0.759145 0.801035 0.77212
13.561 0.759584 0.801453 0.772769
13.562 0.760023 0.801871 0.773417
13.563 0.760462 0.802288 0.774065
13.564 0.7609 0.802706 0.774713
13.565 0.761339 0.803122 0.77536
13.566 0.761778 0.803539 0.776007
13.567 0.762217 0.803955 0.776654
13.568 0.762656 0.804371 0.7773
13.569 0.763095 0.804787 0.777946
13.57 0.763533 0.805202 0.778591
13.571 0.763972 0.805617 0.779236
13.572 0.764411 0.806031 0.779881
13.573 0.76485 0.806445 0.780526
13.574 0.765289 0.806859 0.78117
13.575 0.765727 0.807273 0.781813
13.576 0.766166 0.807686 0.782457
13.577 0.766605 0.808099 0.783099
13.578 0.767044 0.808511 0.783742
13.579 0.767483 0.808923 0.784384
13.58 0.767922 0.809335 0.785025
13.581 0.76836 0.809747 0.785667
13.582 0.768799 0.810158 0.786307
13.583 0.769238 0.810568 0.786948
13.584 0.769677 0.810979 0.787588
13.585 0.770116 0.811389 0.788227
13.586 0.770555 0.811799 0.788866
13.587 0.770993 0.812208 0.789505
13.588 0.771432 0.812617 0.790143
13.589 0.771871 0.813026 0.79078
13.59 0.77231 0.813434 0.791417
13.591 0.772749 0.813842 0.792054
13.592 0.773188 0.81425 0.79269
13.593 0.773626 0.814658 0.793326
13.594 0.774065 0.815065 0.793961
13.595 0.774504 0.815471 0.794596
13.596 0.774943 0.815878 0.79523
13.597 0.775382 0.816284 0.795864
13.598 0.775821 0.816689 0.796497
13.599 0.776259 0.817095 0.79713
13.6 0.776698 0.8175 0.797762
13.601 0.777137 0.817904 0.798394
13.602 0.777576 0.818309 0.799025
13.603 0.778015 0.818713 0.799655
13.604 0.778454 0.819116 0.800285
13.605 0.778892 0.81952 0.800915
13.606 0.779331 0.819922 0.801544
13.607 0.77977 0.820325 0.802172
13.608 0.780209 0.820727 0.8028
13.609 0.780648 0.821129 0.803427
13.61 0.781086 0.821531 0.804054
13.611 0.781525 0.821932 0.80468
13.612 0.781964 0.822333 0.805306
13.613 0.782403 0.822734 0.80593
13.614 0.782842 0.823134 0.806555
13.615 0.783281 0.823534 0.807178
13.616 0.783719 0.823933 0.807802
13.617 0.784158 0.824333 0.808424
13.618 0.784597 0.824731 0.809046
13.619 0.785036 0.82513 0.809667
13.62 0.785475 0.825528 0.810288
13.621 0.785914 0.825926 0.810908
13.622 0.786352 0.826324 0.811527
13.623 0.786791 0.826721 0.812146
13.624 0.78723 0.827118 0.812764
13.625 0.787669 0.827514 0.813382
13.626 0.788108 0.82791 0.813998
13.627 0.788547 0.828306 0.814614
13.628 0.788985 0.828702 0.81523
13.629 0.789424 0.829097 0.815845
13.63 0.789863 0.829491 0.816459
13.631 0.790302 0.829886 0.817072
13.632 0.790741 0.83028 0.817685
13.633 0.79118 0.830674 0.818297
13.634 0.791618 0.831067 0.818908
13.635 0.792057 0.83146 0.819519
13.636 0.792496 0.831853 0.820129
13.637 0.792935 0.832246 0.820738
13.638 0.793374 0.832638 0.821346
13.639 0.793813 0.833029 0.821954
13.64 0.794251 0.833421 0.822561
13.641 0.79469 0.833812 0.823167
13.642 0.795129 0.834203 0.823773
13.643 0.795568 0.834593 0.824378
13.644 0.796007 0.834983 0.824982
13.645 0.796445 0.835373 0.825585
13.646 0.796884 0.835762 0.826187
13.647 0.797323 0.836151 0.826789
13.648 0.797762 0.83654 0.82739
13.649 0.798201 0.836928 0.82799
13.65 0.79864 0.837316 0.82859
13.651 0.799078 0.837704 0.829188
13.652 0.799517 0.838091 0.829786
13.653 0.799956 0.838478 0.830383
13.654 0.800395 0.838865 0.830979
13.655 0.800834 0.839251 0.831575
13.656 0.801273 0.839637 0.832169
13.657 0.801711 0.840022 0.832763
13.658 0.80215 0.840408 0.833356
13.659 0.802589 0.840793 0.833948
13.66 0.803028 0.841177 0.834539
13.661 0.803467 0.841562 0.83513
13.662 0.803906 0.841945 0.835719
13.663 0.804344 0.842329 0.836308
13.664 0.804783 0.842712 0.836896
13.665 0.805222 0.843095 0.837483
13.666 0.805661 0.843478 0.838069
13.667 0.8061 0.84386 0.838654
13.668 0.806539 0.844242 0.839239
13.669 0.806977 0.844623 0.839822
13.67 0.807416 0.845005 0.840405
13.671 0.807855 0.845385 0.840986
13.672 0.808294 0.845766 0.841567
13.673 0.808733 0.846146 0.842147
13.674 0.809172 0.846526 0.842726
13.675 0.80961 0.846905 0.843304
13.676 0.810049 0.847285 0.843881
13.677 0.810488 0.847663 0.844458
13.678 0.810927 0.848042 0.845033
13.679 0.811366 0.84842 0.845607
13.68 0.811805 0.848798 0.846181
13.681 0.812243 0.849175 0.846753
13.682 0.812682 0.849552 0.847325
13.683 0.813121 0.849929 0.847895
13.684 0.81356 0.850306 0.848465
13.685 0.813999 0.850682 0.849033
13.686 0.814437 0.851057 0.849601
13.687 0.814876 0.851433 0.850168
13.688 0.815315 0.851808 0.850733
13.689 0.815754 0.852183 0.851298
13.69 0.816193 0.852557 0.851862
13.691 0.816632 0.852931 0.852424
13.692 0.81707 0.853305 0.852986
13.693 0.817509 0.853678 0.853547
13.694 0.817948 0.854051 0.854106
13.695 0.818387 0.854424 0.854665
13.696 0.818826 0.854796 0.855223
13.697 0.819265 0.855168 0.855779
13.698 0.819703 0.85554 0.856335
13.699 0.820142 0.855911 0.856889
13.7 0.820581 0.856282 0.857443
13.701 0.82102 0.856653 0.857995
13.702 0.821459 0.857023 0.858546
13.703 0.821898 0.857393 0.859097
13.704 0.822336 0.857763 0.859646
13.705 0.822775 0.858132 0.860194
13.706 0.823214 0.858501 0.860741
13.707 0.823653 0.85887 0.861287
13.708 0.824092 0.859238 0.861832
13.709 0.824531 0.859606 0.862376
13.71 0.824969 0.859974 0.862918
13.711 0.825408 0.860341 0.86346
13.712 0.825847 0.860708 0.864
13.713 0.826286 0.861074 0.86454
13.714 0.826725 0.861441 0.865078
13.715 0.827164 0.861806 0.865615
13.716 0.827602 0.862172 0.866151
13.717 0.828041 0.862537 0.866686
13.718 0.82848 0.862902 0.86722
13.719 0.828919 0.863267 0.867752
13.72 0.829358 0.863631 0.868284
13.721 0.829796 0.863995 0.868814
13.722 0.830235 0.864358 0.869343
13.723 0.830674 0.864721 0.869871
13.724 0.831113 0.865084 0.870397
13.725 0.831552 0.865447 0.870923
13.726 0.831991 0.865809 0.871447
13.727 0.832429 0.866171 0.87197
13.728 0.832868 0.866532 0.872492
13.729 0.833307 0.866893 0.873013
13.73 0.833746 0.867254 0.873533
13.731 0.834185 0.867615 0.874051
13.732 0.834624 0.867975 0.874568
13.733 0.835062 0.868334 0.875084
13.734 0.835501 0.868694 0.875599
13.735 0.83594 0.869053 0.876112
13.736 0.836379 0.869412 0.876625
13.737 0.836818 0.86977 0.877136
13.738 0.837257 0.870128 0.877645
13.739 0.837695 0.870486 0.878154
13.74 0.838134 0.870843 0.878661
13.741 0.838573 0.8712 0.879167
13.742 0.839012 0.871557 0.879672
13.743 0.839451 0.871914 0.880175
13.744 0.83989 0.87227 0.880677
13.745 0.840328 0.872625 0.881178
13.746 0.840767 0.872981 0.881678
13.747 0.841206 0.873336 0.882176
13.748 0.841645 0.87369 0.882673
13.749 0.842084 0.874045 0.883168
13.75 0.842523 0.874399 0.883663
13.751 0.842961 0.874752 0.884156
13.752 0.8434 0.875106 0.884647
13.753 0.843839 0.875459 0.885138
13.754 0.844278 0.875811 0.885627
13.755 0.844717 0.876164 0.886115
13.756 0.845155 0.876515 0.886601
13.757 0.845594 0.876867 0.887086
13.758 0.846033 0.877218 0.88757
13.759 0.846472 0.877569 0.888052
13.76 0.846911 0.87792 0.888533
13.761 0.84735 0.87827 0.889012
13.762 0.847788 0.87862 0.889491
13.763 0.848227 0.87897 0.889967
13.764 0.848666 0.879319 0.890443
13.765 0.849105 0.879668 0.890917
13.766 0.849544 0.880016 0.89139
13.767 0.849983 0.880365 0.891861
13.768 0.850421 0.880712 0.892331
13.769 0.85086 0.88106 0.892799
13.77 0.851299 0.881407 0.893266
13.771 0.851738 0.881754 0.893732
13.772 0.852177 0.882101 0.894196
13.773 0.852616 0.882447 0.894659
13.774 0.853054 0.882793 0.89512
13.775 0.853493 0.883138 0.89558
13.776 0.853932 0.883483 0.896038
13.777 0.854371 0.883828 0.896495
13.778 0.85481 0.884172 0.896951
13.779 0.855249 0.884517 0.897405
13.78 0.855687 0.88486 0.897857
13.781 0.856126 0.885204 0.898308
13.782 0.856565 0.885547 0.898758
13.783 0.857004 0.88589 0.899206
13.784 0.857443 0.886232 0.899653
13.785 0.857882 0.886574 0.900098
13.786 0.85832 0.886916 0.900541
13.787 0.858759 0.887257 0.900983
13.788 0.859198 0.887599 0.901424
13.789 0.859637 0.887939 0.901863
13.79 0.860076 0.88828 0.902301
13.791 0.860515 0.88862 0.902737
13.792 0.860953 0.888959 0.903171
13.793 0.861392 0.889299 0.903604
13.794 0.861831 0.889638 0.904036
13.795 0.86227 0.889977 0.904466
13.796 0.862709 0.890315 0.904894
13.797 0.863147 0.890653 0.905321
13.798 0.863586 0.890991 0.905746
13.799 0.864025 0.891328 0.906169
13.8 0.864464 0.891665 0.906592
13.801 0.864903 0.892002 0.907012
13.802 0.865342 0.892338 0.907431
13.803 0.86578 0.892674 0.907848
13.804 0.866219 0.893009 0.908264
13.805 0.866658 0.893345 0.908678
13.806 0.867097 0.89368 0.909091
13.807 0.867536 0.894014 0.909501
13.808 0.867975 0.894349 0.909911
13.809 0.868413 0.894683 0.910318
13.81 0.868852 0.895016 0.910724
13.811 0.869291 0.895349 0.911129
13.812 0.86973 0.895682 0.911532
13.813 0.870169 0.896015 0.911933
13.814 0.870608 0.896347 0.912332
13.815 0.871046 0.896679 0.91273
13.816 0.871485 0.897011 0.913126
13.817 0.871924 0.897342 0.913521
13.818 0.872363 0.897673 0.913913
13.819 0.872802 0.898003 0.914305
13.82 0.873241 0.898333 0.914694
13.821 0.873679 0.898663 0.915082
13.822 0.874118 0.898993 0.915468
13.823 0.874557 0.899322 0.915852
13.824 0.874996 0.899651 0.916235
13.825 0.875435 0.899979 0.916616
13.826 0.875874 0.900307 0.916995
13.827 0.876312 0.900635 0.917373
13.828 0.876751 0.900963 0.917749
13.829 0.87719 0.90129 0.918123
13.83 0.877629 0.901617 0.918495
13.831 0.878068 0.901943 0.918866
13.832 0.878506 0.902269 0.919235
13.833 0.878945 0.902595 0.919602
13.834 0.879384 0.90292 0.919967
13.835 0.879823 0.903246 0.920331
13.836 0.880262 0.90357 0.920693
13.837 0.880701 0.903895 0.921053
13.838 0.881139 0.904219 0.921411
13.839 0.881578 0.904543 0.921768
13.84 0.882017 0.904866 0.922123
13.841 0.882456 0.905189 0.922476
13.842 0.882895 0.905512 0.922827
13.843 0.883334 0.905834 0.923176
13.844 0.883772 0.906156 0.923524
13.845 0.884211 0.906478 0.923869
13.846 0.88465 0.906799 0.924213
13.847 0.885089 0.90712 0.924555
13.848 0.885528 0.907441 0.924896
13.849 0.885967 0.907761 0.925234
13.85 0.886405 0.908081 0.925571
13.851 0.886844 0.908401 0.925906
13.852 0.887283 0.90872 0.926239
13.853 0.887722 0.909039 0.92657
13.854 0.888161 0.909358 0.926899
13.855 0.8886 0.909676 0.927226
13.856 0.889038 0.909994 0.927552
13.857 0.889477 0.910312 0.927875
13.858 0.889916 0.910629 0.928197
13.859 0.890355 0.910946 0.928517
13.86 0.890794 0.911262 0.928835
13.861 0.891233 0.911579 0.929151
13.862 0.891671 0.911895 0.929465
13.863 0.89211 0.91221 0.929777
13.864 0.892549 0.912525 0.930088
13.865 0.892988 0.91284 0.930396
13.866 0.893427 0.913155 0.930703
13.867 0.893865 0.913469 0.931007
13.868 0.894304 0.913783 0.93131
13.869 0.894743 0.914096 0.931611
13.87 0.895182 0.91441 0.931909
13.871 0.895621 0.914723 0.932206
13.872 0.89606 0.915035 0.932501
13.873 0.896498 0.915347 0.932794
13.874 0.896937 0.915659 0.933085
13.875 0.897376 0.915971 0.933374
13.876 0.897815 0.916282 0.933661
13.877 0.898254 0.916592 0.933946
13.878 0.898693 0.916903 0.934229
13.879 0.899131 0.917213 0.93451
13.88 0.89957 0.917523 0.934789
13.881 0.900009 0.917832 0.935066
13.882 0.900448 0.918141 0.935341
13.883 0.900887 0.91845 0.935614
13.884 0.901326 0.918759 0.935885
13.885 0.901764 0.919067 0.936154
13.886 0.902203 0.919375 0.936421
13.887 0.902642 0.919682 0.936686
13.888 0.903081 0.919989 0.936949
13.889 0.90352 0.920296 0.93721
13.89 0.903959 0.920602 0.937468
13.891 0.904397 0.920908 0.937725
13.892 0.904836 0.921214 0.93798
13.893 0.905275 0.921519 0.938232
13.894 0.905714 0.921824 0.938483
13.895 0.906153 0.922129 0.938731
13.896 0.906592 0.922433 0.938978
13.897 0.90703 0.922737 0.939222
13.898 0.907469 0.923041 0.939464
13.899 0.907908 0.923344 0.939704
13.9 0.908347 0.923647 0.939943
13.901 0.908786 0.92395 0.940178
13.902 0.909225 0.924252 0.940412
13.903 0.909663 0.924554 0.940644
13.904 0.910102 0.924856 0.940873
13.905 0.910541 0.925157 0.941101
13.906 0.91098 0.925458 0.941326
13.907 0.911419 0.925759 0.941549
13.908 0.911857 0.926059 0.94177
13.909 0.912296 0.926359 0.941989
13.91 0.912735 0.926659 0.942206
13.911 0.913174 0.926958 0.942421
13.912 0.913613 0.927257 0.942633
13.913 0.914052 0.927555 0.942843
13.914 0.91449 0.927854 0.943051
13.915 0.914929 0.928151 0.943257
13.916 0.915368 0.928449 0.943461
13.917 0.915807 0.928746 0.943662
13.918 0.916246 0.929043 0.943862
13.919 0.916685 0.92934 0.944059
13.92 0.917123 0.929636 0.944254
13.921 0.917562 0.929932 0.944446
13.922 0.918001 0.930227 0.944637
13.923 0.91844 0.930522 0.944825
13.924 0.918879 0.930817 0.945011
13.925 0.919318 0.931112 0.945195
13.926 0.919756 0.931406 0.945376
13.927 0.920195 0.9317 0.945556
13.928 0.920634 0.931993 0.945733
13.929 0.921073 0.932286 0.945907
13.93 0.921512 0.932579 0.94608
13.931 0.921951 0.932872 0.94625
13.932 0.922389 0.933164 0.946418
13.933 0.922828 0.933455 0.946584
13.934 0.923267 0.933747 0.946747
13.935 0.923706 0.934038 0.946909
13.936 0.924145 0.934329 0.947067
13.937 0.924584 0.934619 0.947224
13.938 0.925022 0.934909 0.947378
13.939 0.925461 0.935199 0.94753
13.94 0.9259 0.935488 0.94768
13.941 0.926339 0.935777 0.947827
13.942 0.926778 0.936066 0.947972
13.943 0.927216 0.936354 0.948115
13.944 0.927655 0.936643 0.948255
13.945 0.928094 0.93693 0.948393
13.946 0.928533 0.937218 0.948529
13.947 0.928972 0.937505 0.948662
13.948 0.929411 0.937791 0.948793
13.949 0.929849 0.938078 0.948922
13.95 0.930288 0.938364 0.949048
13.951 0.930727 0.938649 0.949172
13.952 0.931166 0.938935 0.949294
13.953 0.931605 0.93922 0.949413
13.954 0.932044 0.939504 0.949529
13.955 0.932482 0.939788 0.949644
13.956 0.932921 0.940072 0.949756
13.957 0.93336 0.940356 0.949865
13.958 0.933799 0.940639 0.949972
13.959 0.934238 0.940922 0.950077
13.96 0.934677 0.941205 0.95018
13.961 0.935115 0.941487 0.950279
13.962 0.935554 0.941769 0.950377
13.963 0.935993 0.942051 0.950472
13.964 0.936432 0.942332 0.950565
13.965 0.936871 0.942613 0.950655
13.966 0.93731 0.942893 0.950742
13.967 0.937748 0.943173 0.950828
13.968 0.938187 0.943453 0.95091
13.969 0.938626 0.943733 0.950991
13.97 0.939065 0.944012 0.951069
13.971 0.939504 0.944291 0.951144
13.972 0.939943 0.944569 0.951217
13.973 0.940381 0.944848 0.951287
13.974 0.94082 0.945125 0.951355
13.975 0.941259 0.945403 0.951421
13.976 0.941698 0.94568 0.951484
13.977 0.942137 0.945957 0.951544
13.978 0.942575 0.946233 0.951602
13.979 0.943014 0.946509 0.951657
13.98 0.943453 0.946785 0.95171
13.981 0.943892 0.947061 0.95176
13.982 0.944331 0.947336 0.951808
