# interpolation 
# x linterp integ
2.698 -0.901575 0.428278 
2.699 -0.901958 0.427376 
2.7 -0.90234 0.426474 
2.701 -0.902722 0.425571 
2.702 -0.903105 0.424668 
2.703 -0.903487 0.423765 
2.704 -0.903869 0.422861 
2.705 -0.904251 0.421957 
2.706 -0.904634 0.421053 
2.707 -0.905016 0.420148 
2.708 -0.905398 0.419243 
2.709 -0.905781 0.418337 
2.71 -0.906163 0.417431 
2.711 -0.906545 0.416525 
2.712 -0.906927 0.415618 
2.713 -0.90731 0.414711 
2.714 -0.907692 0.413803 
2.715 -0.908074 0.412896 
2.716 -0.908457 0.411987 
2.717 -0.908839 0.411079 
2.718 -0.909221 0.41017 
2.719 -0.909604 0.40926 
2.72 -0.909986 0.40835 
2.721 -0.910368 0.40744 
2.722 -0.91075 0.40653 
2.723 -0.911133 0.405619 
2.724 -0.911515 0.404707 
2.725 -0.911897 0.403796 
2.726 -0.91228 0.402884 
2.727 -0.912662 0.401971 
2.728 -0.913044 0.401058 
2.729 -0.913426 0.400145 
2.73 -0.913809 0.399231 
2.731 -0.914191 0.398317 
2.732 -0.914573 0.397403 
2.733 -0.914956 0.396488 
2.734 -0.915338 0.395573 
2.735 -0.91572 0.394658 
2.736 -0.916102 0.393742 
2.737 -0.916485 0.392825 
2.738 -0.916867 0.391909 
2.739 -0.917249 0.390992 
2.74 -0.917632 0.390074 
2.741 -0.918014 0.389156 
2.742 -0.918396 0.388238 
2.743 -0.918778 0.38732 
2.744 -0.919161 0.386401 
2.745 -0.919543 0.385481 
2.746 -0.919925 0.384562 
2.747 -0.920308 0.383641 
2.748 -0.92069 0.382721 
2.749 -0.921072 0.3818 
2.75 -0.921454 0.380879 
2.751 -0.921837 0.379957 
2.752 -0.922219 0.379035 
2.753 -0.922601 0.378113 
2.754 -0.922984 0.37719 
2.755 -0.923366 0.376267 
2.756 -0.923748 0.375343 
2.757 -0.924131 0.374419 
2.758 -0.924513 0.373495 
2.759 -0.924895 0.37257 
2.76 -0.925277 0.371645 
2.761 -0.92566 0.37072 
2.762 -0.926042 0.369794 
2.763 -0.926424 0.368868 
2.764 -0.926807 0.367941 
2.765 -0.927189 0.367014 
2.766 -0.927571 0.366087 
2.767 -0.927953 0.365159 
2.768 -0.928336 0.364231 
2.769 -0.928718 0.363302 
2.77 -0.9291 0.362373 
2.771 -0.929483 0.361444 
2.772 -0.929865 0.360514 
2.773 -0.930247 0.359584 
2.774 -0.930629 0.358654 
2.775 -0.931012 0.357723 
2.776 -0.931394 0.356792 
2.777 -0.931776 0.35586 
2.778 -0.932159 0.354928 
2.779 -0.932541 0.353996 
2.78 -0.932923 0.353063 
2.781 -0.933305 0.35213 
2.782 -0.933688 0.351197 
2.783 -0.93407 0.350263 
2.784 -0.934452 0.349328 
2.785 -0.934835 0.348394 
2.786 -0.935217 0.347459 
2.787 -0.935599 0.346523 
2.788 -0.935982 0.345587 
2.789 -0.936364 0.344651 
2.79 -0.936746 0.343715 
2.791 -0.937128 0.342778 
2.792 -0.937511 0.341841 
2.793 -0.937893 0.340903 
2.794 -0.938275 0.339965 
2.795 -0.938658 0.339026 
2.796 -0.93904 0.338087 
2.797 -0.939422 0.337148 
2.798 -0.939804 0.336209 
2.799 -0.940187 0.335269 
2.8 -0.940569 0.334328 
2.801 -0.940951 0.333387 
2.802 -0.941334 0.332446 
2.803 -0.941716 0.331505 
2.804 -0.942098 0.330563 
2.805 -0.94248 0.329621 
2.806 -0.942863 0.328678 
2.807 -0.943245 0.327735 
2.808 -0.943627 0.326791 
2.809 -0.94401 0.325848 
2.81 -0.944392 0.324903 
2.811 -0.944774 0.323959 
2.812 -0.945156 0.323014 
2.813 -0.945539 0.322068 
2.814 -0.945921 0.321123 
2.815 -0.946303 0.320177 
2.816 -0.946686 0.31923 
2.817 -0.947068 0.318283 
2.818 -0.94745 0.317336 
2.819 -0.947833 0.316388 
2.82 -0.948215 0.31544 
2.821 -0.948597 0.314492 
2.822 -0.948979 0.313543 
2.823 -0.949362 0.312594 
2.824 -0.949744 0.311644 
2.825 -0.950126 0.310695 
2.826 -0.950509 0.309744 
2.827 -0.950891 0.308793 
2.828 -0.951189 0.307842 
2.829 -0.951422 0.306891 
2.83 -0.951655 0.30594 
2.831 -0.951888 0.304988 
2.832 -0.952121 0.304036 
2.833 -0.952355 0.303084 
2.834 -0.952588 0.302131 
2.835 -0.952821 0.301178 
2.836 -0.953054 0.300225 
2.837 -0.953288 0.299272 
2.838 -0.953521 0.298319 
2.839 -0.953754 0.297365 
2.84 -0.953987 0.296411 
2.841 -0.95422 0.295457 
2.842 -0.954454 0.294503 
2.843 -0.954687 0.293548 
2.844 -0.95492 0.292594 
2.845 -0.955153 0.291639 
2.846 -0.955386 0.290683 
2.847 -0.95562 0.289728 
2.848 -0.955853 0.288772 
2.849 -0.956086 0.287816 
2.85 -0.956319 0.28686 
2.851 -0.956552 0.285903 
2.852 -0.956786 0.284947 
2.853 -0.957019 0.28399 
2.854 -0.957252 0.283033 
2.855 -0.957485 0.282075 
2.856 -0.957718 0.281118 
2.857 -0.957952 0.28016 
2.858 -0.958185 0.279202 
2.859 -0.958418 0.278244 
2.86 -0.958651 0.277285 
2.861 -0.958884 0.276326 
2.862 -0.959118 0.275367 
2.863 -0.959351 0.274408 
2.864 -0.959584 0.273449 
2.865 -0.959817 0.272489 
2.866 -0.96005 0.271529 
2.867 -0.960284 0.270569 
2.868 -0.960517 0.269608 
2.869 -0.96075 0.268648 
2.87 -0.960983 0.267687 
2.871 -0.961216 0.266726 
2.872 -0.96145 0.265764 
2.873 -0.961683 0.264803 
2.874 -0.961916 0.263841 
2.875 -0.962149 0.262879 
2.876 -0.962383 0.261917 
2.877 -0.962616 0.260954 
2.878 -0.962849 0.259991 
2.879 -0.963082 0.259029 
2.88 -0.963315 0.258065 
2.881 -0.963549 0.257102 
2.882 -0.963782 0.256138 
2.883 -0.964015 0.255174 
2.884 -0.964248 0.25421 
2.885 -0.964481 0.253246 
2.886 -0.964715 0.252281 
2.887 -0.964948 0.251316 
2.888 -0.965181 0.250351 
2.889 -0.965414 0.249386 
2.89 -0.965647 0.248421 
2.891 -0.965881 0.247455 
2.892 -0.966114 0.246489 
2.893 -0.966347 0.245523 
2.894 -0.96658 0.244556 
2.895 -0.966813 0.243589 
2.896 -0.967047 0.242622 
2.897 -0.96728 0.241655 
2.898 -0.967513 0.240688 
2.899 -0.967746 0.23972 
2.9 -0.967979 0.238752 
2.901 -0.968213 0.237784 
2.902 -0.968446 0.236816 
2.903 -0.968679 0.235847 
2.904 -0.968912 0.234879 
2.905 -0.969145 0.23391 
2.906 -0.969379 0.23294 
2.907 -0.969612 0.231971 
2.908 -0.969845 0.231001 
2.909 -0.970078 0.230031 
2.91 -0.970311 0.229061 
2.911 -0.970545 0.22809 
2.912 -0.970778 0.22712 
2.913 -0.971011 0.226149 
2.914 -0.971244 0.225178 
2.915 -0.971478 0.224206 
2.916 -0.971711 0.223235 
2.917 -0.971944 0.222263 
2.918 -0.972177 0.221291 
2.919 -0.97241 0.220319 
2.92 -0.972644 0.219346 
2.921 -0.972877 0.218373 
2.922 -0.97311 0.2174 
2.923 -0.973343 0.216427 
2.924 -0.973576 0.215454 
2.925 -0.97381 0.21448 
2.926 -0.974043 0.213506 
2.927 -0.974276 0.212532 
2.928 -0.974509 0.211558 
2.929 -0.974742 0.210583 
2.93 -0.974976 0.209608 
2.931 -0.975209 0.208633 
2.932 -0.975442 0.207658 
2.933 -0.975675 0.206682 
2.934 -0.975908 0.205706 
2.935 -0.976142 0.20473 
2.936 -0.976375 0.203754 
2.937 -0.976608 0.202778 
2.938 -0.976841 0.201801 
2.939 -0.977074 0.200824 
2.94 -0.977308 0.199847 
2.941 -0.977541 0.198869 
2.942 -0.977774 0.197892 
2.943 -0.978007 0.196914 
2.944 -0.97824 0.195936 
2.945 -0.978474 0.194957 
2.946 -0.978707 0.193979 
2.947 -0.97894 0.193 
2.948 -0.979173 0.192021 
2.949 -0.979407 0.191041 
2.95 -0.97964 0.190062 
2.951 -0.979873 0.189082 
2.952 -0.980106 0.188102 
2.953 -0.980339 0.187122 
2.954 -0.980573 0.186141 
2.955 -0.980806 0.185161 
2.956 -0.981039 0.18418 
2.957 -0.981272 0.183199 
2.958 -0.981505 0.182217 
2.959 -0.981739 0.181236 
2.96 -0.981972 0.180254 
2.961 -0.982205 0.179272 
2.962 -0.982438 0.178289 
2.963 -0.982671 0.177307 
2.964 -0.982905 0.176324 
2.965 -0.983138 0.175341 
2.966 -0.983371 0.174358 
2.967 -0.983604 0.173374 
2.968 -0.983837 0.172391 
2.969 -0.984071 0.171407 
2.97 -0.984304 0.170422 
2.971 -0.984537 0.169438 
2.972 -0.98477 0.168453 
2.973 -0.985003 0.167468 
2.974 -0.985237 0.166483 
2.975 -0.98547 0.165498 
2.976 -0.985703 0.164512 
2.977 -0.985936 0.163527 
2.978 -0.986169 0.162541 
2.979 -0.986403 0.161554 
2.98 -0.986636 0.160568 
2.981 -0.986869 0.159581 
2.982 -0.987102 0.158594 
2.983 -0.987335 0.157607 
2.984 -0.987569 0.156619 
